ID,author,date,Language,sentence_id,sentence,context,Theme,manual_annotation
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,11,пам”ятаєш – ми збирали зорі,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,12,навіть більше – ми читали книги,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,13,нам було написано,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,14,нарешті,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,15,наші сестри - все одно по вуха,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,16,це важливо – друга або перша,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,17,неважливо – сьома або друга,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,18,кожна річ – засвітиться у слові,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,19,навіть якщо зболено чи скрутно,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,20,з’їж ранкову порцію любові,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP2093,Dmytro Lazutkin,2014-01-10,Ukrainian,21,зголоднієш – вимагай наступну,"*** 
з’їж ранкову порцію любові
кнопочку натисни – будуть зміни...
нерестяться люди іграшкові
весни насуваються на зими
істина в багеті чи в пакеті
і на лінзи схожі очі карі
мефістофель грає на кларнеті
рабинович грає на гітарі
і така занедбаність навколо
майже після кожної відлиги...
пам”ятаєш – ми збирали зорі
навіть більше – ми читали книги
нам було написано...нарешті
наші сестри - все одно по вуха
це важливо – друга або перша
неважливо – сьома або друга
кожна річ – засвітиться у слові
навіть якщо зболено чи скрутно...
з’їж ранкову порцію любові
зголоднієш – вимагай наступну 
2006","['seasons', 'language', 'ukraine', 'protest', 'memory', 'hope', 'psychology']",
UP210,Marko Pogačar,2014-03-14,Ukrainian,1,"Весна нам пальці переплела, одурілі від світла змії","Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,2,переплелися з нами,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,3,ніяка це не весна,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,4,просто квіти викорчуються одразу із власних чашечок,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,5,та бджоли виспівують лінолеум і килим вітру,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,6,повітря,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,7,"глибоке й важке, повзе попід травами і підважує","Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,8,"мишачі животи: і дня не мине, як вони","Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,9,відсмикнуть завісу тіла й розкидають,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,10,кістки та нутрощі,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
UP210,Marko Pogačar,2014-03-14,Ukrainian,11,ніяка це не весна,"Весна нам пальці переплела, одурілі від світла змії
переплелися з нами. ніяка це не весна
просто квіти викорчуються одразу із власних чашечок
та бджоли виспівують лінолеум і килим вітру. повітря
глибоке й важке, повзе попід травами і підважує
мишачі животи: і дня не мине, як вони
відсмикнуть завісу тіла й розкидають
кістки та нутрощі. ніяка це не весна.
просто води ростуть у річках і комори
чекають, коли їх заповнить мутна новина. де-не-де боги
туркочуть із могил, як голуби. і їхній народ
народу іншому видирає очі, але вночі, це стається
вночі. засвітла розбруньковується усе і до міста птахи вертаються: дроти
важкі від пісень і земля від лайна родюча стискають горло.
живі огорожі повзуть у небо. офіціанти виносять столи
і мухи падають у склянки. зелене швидко опановує власну мову –
надійний словник кипариса, букви буків, беріз;
навіть земля під нігтями готова цвісти. і все-таки не
весна це. це просто ніщо. немає весни без тебе, годі
годі уже брехні.",,
